,compression,epoch,val_acc,val_loss,acc,loss
0,30.0,0.0,0.8888888955116272,16.320104598999023,0.4444444477558136,0.6196260452270508
1,30.0,1.0,0.8888888955116272,4.673573017120361,0.7777777910232544,30.71075439453125
2,30.0,2.0,0.1111111119389534,5.924993515014648,0.7777777910232544,7.2447357177734375
3,30.0,3.0,0.8888888955116272,0.33300215005874634,0.4444444477558136,2.115621328353882
4,30.0,4.0,0.8888888955116272,1.0465269088745117,0.8888888955116272,0.07834386825561523
5,30.0,5.0,0.8888888955116272,0.6959129571914673,0.8888888955116272,0.39683476090431213
6,30.0,6.0,0.8888888955116272,0.34154340624809265,1.0,0.047742556780576706
7,30.0,7.0,0.7777777910232544,0.2746047377586365,1.0,0.0020321691408753395
8,30.0,8.0,0.8888888955116272,0.3123193383216858,1.0,0.0011995774693787098
9,30.0,9.0,0.8888888955116272,0.5040609836578369,1.0,0.00037355307722464204
10,30.0,10.0,0.8888888955116272,0.6411239504814148,1.0,0.0009992317063733935
11,30.0,11.0,0.8888888955116272,0.5968544483184814,1.0,0.0016998002538457513
12,30.0,12.0,0.8888888955116272,0.5159757137298584,1.0,0.0006865947507321835
13,30.0,13.0,0.8888888955116272,0.462405264377594,1.0,0.00023357730242423713
14,30.0,14.0,0.7777777910232544,0.4419538974761963,1.0,8.993213123176247e-05
15,30.0,15.0,0.7777777910232544,0.4561273753643036,1.0,0.00010705171735025942
16,30.0,16.0,0.7777777910232544,0.4866105616092682,1.0,0.0001510055153630674
17,30.0,17.0,0.7777777910232544,0.5057064294815063,1.0,0.00017447002755943686
18,30.0,18.0,0.7777777910232544,0.508649468421936,1.0,0.00012868869816884398
19,30.0,19.0,0.7777777910232544,0.5146000981330872,1.0,7.133081089705229e-05
20,30.0,0.0,0.8888888955116272,3.9778027534484863,0.3333333432674408,0.6254442930221558
21,30.0,1.0,0.1111111119389534,3.9417741298675537,0.7777777910232544,6.7565388679504395
22,30.0,2.0,0.8888888955116272,3.4887149333953857,0.4444444477558136,1.0993989706039429
23,30.0,3.0,0.8888888955116272,2.928133964538574,0.7777777910232544,4.654654026031494
24,30.0,4.0,0.8888888955116272,0.5489791631698608,0.7777777910232544,1.977864146232605
25,30.0,5.0,0.2222222238779068,8.804228782653809,0.8888888955116272,0.08576193451881409
26,30.0,6.0,0.8888888955116272,1.0053130388259888,0.5555555820465088,1.9906694889068604
27,30.0,7.0,0.8888888955116272,5.298044681549072,1.0,0.007060730829834938
28,30.0,8.0,0.8888888955116272,2.229938507080078,0.7777777910232544,5.842549800872803
29,30.0,9.0,0.7777777910232544,0.5210336446762085,0.8888888955116272,0.4438800513744354
30,30.0,10.0,0.5555555820465088,1.440264344215393,1.0,3.578069299692288e-05
31,30.0,11.0,0.4444444477558136,2.7053961753845215,1.0,0.0024092989042401314
32,30.0,12.0,0.4444444477558136,2.1696560382843018,1.0,0.004328706301748753
33,30.0,13.0,0.7777777910232544,0.9109046459197998,1.0,0.0008725063526071608
34,30.0,14.0,0.8888888955116272,0.5904369354248047,1.0,3.5090364690404385e-05
35,30.0,15.0,0.7777777910232544,0.3728677034378052,1.0,2.926062916230876e-05
36,30.0,16.0,0.7777777910232544,0.402741014957428,1.0,0.0006685767439194024
37,30.0,17.0,0.8888888955116272,0.6472365260124207,1.0,6.748346640961245e-05
38,30.0,18.0,0.8888888955116272,0.8637325763702393,1.0,6.7971072894579265e-06
39,30.0,19.0,0.8888888955116272,1.000846266746521,1.0,3.0904925552022178e-06
40,30.0,0.0,0.1111111119389534,8.453197479248047,0.2222222238779068,2.7826788425445557
41,30.0,1.0,0.8888888955116272,0.6678389310836792,0.2222222238779068,5.873838424682617
42,30.0,2.0,0.8888888955116272,2.1737618446350098,0.8888888955116272,1.354499101638794
43,30.0,3.0,0.8888888955116272,2.216548204421997,0.7777777910232544,3.551527738571167
44,30.0,4.0,0.8888888955116272,1.7209384441375732,0.7777777910232544,3.4358205795288086
45,30.0,5.0,0.8888888955116272,0.9981151223182678,0.7777777910232544,2.208523988723755
46,30.0,6.0,0.8888888955116272,0.5421932935714722,0.7777777910232544,1.0281033515930176
47,30.0,7.0,0.8888888955116272,0.5145694613456726,0.8888888955116272,0.18564704060554504
48,30.0,8.0,0.8888888955116272,0.4758683443069458,1.0,0.2577449381351471
49,30.0,9.0,0.3333333432674408,0.7610743045806885,0.8888888955116272,0.18483205139636993
50,30.0,10.0,0.8888888955116272,0.3622210919857025,0.8888888955116272,0.24124190211296082
51,30.0,11.0,0.8888888955116272,0.3518427908420563,1.0,0.10580719262361526
52,30.0,12.0,0.8888888955116272,0.35115206241607666,0.8888888955116272,0.11327053606510162
53,30.0,13.0,0.7777777910232544,0.36021700501441956,1.0,0.05359158664941788
54,30.0,14.0,0.8888888955116272,0.4889465570449829,1.0,0.04085856303572655
55,30.0,15.0,0.8888888955116272,1.2560535669326782,1.0,0.009946980513632298
56,30.0,16.0,0.8888888955116272,0.39515411853790283,0.8888888955116272,0.5082393288612366
57,30.0,17.0,0.2222222238779068,3.6338107585906982,1.0,0.0002118086558766663
58,30.0,18.0,0.8888888955116272,0.39803534746170044,0.7777777910232544,0.3322089910507202
59,30.0,19.0,0.8888888955116272,1.1050342321395874,1.0,0.0018605384975671768
60,30.0,0.0,0.8888888955116272,2.1338818073272705,0.4444444477558136,0.6198376417160034
61,30.0,1.0,0.1111111119389534,5.6017231941223145,0.7777777910232544,3.498582363128662
62,30.0,2.0,0.8888888955116272,4.828488826751709,0.5555555820465088,2.4526026248931885
63,30.0,3.0,0.8888888955116272,2.564405679702759,0.7777777910232544,7.565114974975586
64,30.0,4.0,0.7777777910232544,0.4061301648616791,0.8888888955116272,1.3234505653381348
65,30.0,5.0,0.2222222238779068,1.4452996253967285,1.0,0.03897940367460251
66,30.0,6.0,1.0,0.3639220893383026,0.3333333432674408,0.8306009769439697
67,30.0,7.0,0.8888888955116272,0.7194083333015442,1.0,0.10332807898521423
68,30.0,8.0,0.8888888955116272,0.6713532209396362,0.8888888955116272,0.6045680046081543
69,30.0,9.0,1.0,0.09788134694099426,0.8888888955116272,0.390069842338562
70,30.0,10.0,0.7777777910232544,0.2632223069667816,1.0,0.02981857769191265
71,30.0,11.0,0.7777777910232544,0.5397754907608032,1.0,0.010793621651828289
72,30.0,12.0,0.4444444477558136,0.9285650253295898,1.0,0.007562033832073212
73,30.0,13.0,0.4444444477558136,1.2515435218811035,1.0,0.012091411277651787
74,30.0,14.0,0.7777777910232544,0.896043062210083,1.0,0.017402825877070427
75,30.0,15.0,0.7777777910232544,0.4237557649612427,1.0,0.002326640300452709
76,30.0,16.0,1.0,0.12316136807203293,1.0,0.001459494698792696
77,30.0,17.0,0.8888888955116272,0.12579962611198425,1.0,0.002701105549931526
78,30.0,18.0,0.8888888955116272,0.2119637131690979,1.0,0.008638779632747173
79,30.0,19.0,0.8888888955116272,0.16997627913951874,1.0,0.017775101587176323
80,30.0,0.0,0.1111111119389534,3.866384267807007,0.2222222238779068,2.013479232788086
81,30.0,1.0,0.8888888955116272,0.569918155670166,0.2222222238779068,2.7371251583099365
82,30.0,2.0,0.8888888955116272,1.390662670135498,0.7777777910232544,1.0769544839859009
83,30.0,3.0,0.8888888955116272,1.4940677881240845,0.7777777910232544,2.42887282371521
84,30.0,4.0,0.8888888955116272,1.1932927370071411,0.7777777910232544,2.5547358989715576
85,30.0,5.0,0.8888888955116272,0.7387956976890564,0.7777777910232544,1.848601222038269
86,30.0,6.0,0.8888888955116272,0.47949880361557007,0.7777777910232544,0.8936519622802734
87,30.0,7.0,0.8888888955116272,0.40234604477882385,0.7777777910232544,0.36081719398498535
88,30.0,8.0,0.7777777910232544,0.4391576051712036,1.0,0.14796483516693115
89,30.0,9.0,0.7777777910232544,0.4907563030719757,1.0,0.11314454674720764
90,30.0,10.0,0.7777777910232544,0.49304473400115967,1.0,0.11092004925012589
91,30.0,11.0,0.7777777910232544,0.49720895290374756,1.0,0.10345824807882309
92,30.0,12.0,0.7777777910232544,0.49349191784858704,1.0,0.07721193134784698
93,30.0,13.0,0.8888888955116272,0.5013617873191833,1.0,0.06603600084781647
94,30.0,14.0,0.8888888955116272,0.5821928977966309,1.0,0.05038641393184662
95,30.0,15.0,0.8888888955116272,0.6684939861297607,1.0,0.05116488039493561
96,30.0,16.0,0.8888888955116272,0.6793127655982971,1.0,0.05082502216100693
97,30.0,17.0,0.8888888955116272,0.6316670775413513,1.0,0.03351345285773277
98,30.0,18.0,0.8888888955116272,0.5765063762664795,1.0,0.01595368981361389
99,30.0,19.0,0.8888888955116272,0.5346590280532837,1.0,0.007805365603417158
100,30.0,0.0,0.8888888955116272,1.9847605228424072,0.4444444477558136,0.6214921474456787
101,30.0,1.0,0.1111111119389534,4.374277591705322,0.7777777910232544,3.556708812713623
102,30.0,2.0,0.5555555820465088,0.7151232361793518,0.1111111119389534,2.9446685314178467
103,30.0,3.0,1.0,0.0612441822886467,0.8888888955116272,0.8933350443840027
104,30.0,4.0,0.8888888955116272,2.6281278133392334,1.0,0.06120457872748375
105,30.0,5.0,0.8888888955116272,3.3303823471069336,0.8888888955116272,2.089423894882202
106,30.0,6.0,0.8888888955116272,2.48449969291687,0.8888888955116272,2.146517753601074
107,30.0,7.0,0.7777777910232544,0.6733216047286987,0.8888888955116272,1.1270357370376587
108,30.0,8.0,0.3333333432674408,5.129786014556885,1.0,6.752555054845288e-05
109,30.0,9.0,0.8888888955116272,1.6888614892959595,0.6666666865348816,1.3431470394134521
110,30.0,10.0,0.8888888955116272,2.365351676940918,0.8888888955116272,0.12556305527687073
111,30.0,11.0,0.8888888955116272,1.952890396118164,0.8888888955116272,0.4961521327495575
112,30.0,12.0,0.8888888955116272,1.6047990322113037,1.0,0.03647911176085472
113,30.0,13.0,0.8888888955116272,1.37873375415802,1.0,0.0014542331919074059
114,30.0,14.0,0.8888888955116272,1.209007978439331,1.0,0.00031278596725314856
115,30.0,15.0,0.8888888955116272,1.0525920391082764,1.0,8.31636498332955e-05
116,30.0,16.0,0.8888888955116272,0.9164547324180603,1.0,8.725075895199552e-05
117,30.0,17.0,0.8888888955116272,0.8335502743721008,1.0,0.0002400426019448787
118,30.0,18.0,0.7777777910232544,0.8070123791694641,1.0,0.0005748339463025331
119,30.0,19.0,0.7777777910232544,0.8157646656036377,1.0,0.0008481405093334615
120,30.0,0.0,0.1111111119389534,4.929778575897217,0.2222222238779068,1.9381040334701538
121,30.0,1.0,0.8888888955116272,0.3371182084083557,0.2222222238779068,3.7565133571624756
122,30.0,2.0,0.8888888955116272,0.6841296553611755,0.8888888955116272,0.48713070154190063
123,30.0,3.0,0.8888888955116272,0.5825910568237305,0.7777777910232544,1.0681211948394775
124,30.0,4.0,0.8888888955116272,0.39433524012565613,0.7777777910232544,0.8079076409339905
125,30.0,5.0,0.8888888955116272,0.3800881505012512,0.7777777910232544,0.33137720823287964
126,30.0,6.0,0.7777777910232544,0.4961852431297302,1.0,0.1473781317472458
127,30.0,7.0,0.6666666865348816,0.4976437985897064,1.0,0.1356191635131836
