,compression,epoch,val_acc,val_loss,acc,loss
0,40.0,0.0,0.8888888955116272,23.663232803344727,0.6666666865348816,0.6085853576660156
1,40.0,1.0,0.8888888955116272,7.042137145996094,0.7777777910232544,41.26761245727539
2,40.0,2.0,0.1111111119389534,17.25543785095215,0.7777777910232544,6.156630992889404
3,40.0,3.0,0.1111111119389534,11.655525207519531,0.2222222238779068,11.795599937438965
4,40.0,4.0,0.8888888955116272,0.7838703989982605,0.2222222238779068,6.930877208709717
5,40.0,5.0,0.8888888955116272,3.9160549640655518,0.8888888955116272,0.3944331109523773
6,40.0,6.0,0.8888888955116272,2.872986078262329,0.7777777910232544,5.173257350921631
7,40.0,7.0,0.8888888955116272,1.0226422548294067,0.7777777910232544,3.059706211090088
8,40.0,8.0,0.7777777910232544,0.35982316732406616,0.7777777910232544,0.6384807229042053
9,40.0,9.0,0.5555555820465088,1.1968469619750977,1.0,0.05846632272005081
10,40.0,10.0,0.2222222238779068,1.5228909254074097,0.8888888955116272,0.23339241743087769
11,40.0,11.0,0.8888888955116272,0.6404098272323608,0.7777777910232544,0.24405156075954437
12,40.0,12.0,0.7777777910232544,0.3694722354412079,1.0,0.057554859668016434
13,40.0,13.0,0.7777777910232544,0.3231405019760132,1.0,0.03259050473570824
14,40.0,14.0,0.8888888955116272,0.3146558105945587,1.0,0.015125923790037632
15,40.0,15.0,0.8888888955116272,0.3474966287612915,1.0,0.007033484522253275
16,40.0,16.0,0.8888888955116272,0.39276400208473206,1.0,0.0039978777058422565
17,40.0,17.0,0.7777777910232544,0.434977650642395,1.0,0.0025930008850991726
18,40.0,18.0,0.8888888955116272,0.4376637935638428,1.0,0.002319508930668235
19,40.0,19.0,0.8888888955116272,0.362190306186676,1.0,0.0014415693003684282
20,40.0,0.0,0.1111111119389534,2.0948078632354736,0.6666666865348816,2.650153160095215
21,40.0,1.0,0.2222222238779068,1.9229191541671753,0.2222222238779068,1.6082429885864258
22,40.0,2.0,0.8888888955116272,0.35032373666763306,0.4444444477558136,0.8374887108802795
